317,JLL 4 JLL ,Bangalore,,,
318,JLL 4 JLL ,Bangalore - PK Office,,,
319,JLL 4 JLL ,Bangalore - PTT,,,
320,JLL 4 JLL ,Bangalore - TDMI,,,
321,JLL 4 JLL ,Bangalore - UB City,,,
322,JLL 4 JLL ,Chennai,,,
323,JLL 4 JLL ,Gurgaon - Cyberpark,,,
324,JLL 4 JLL ,Gurgaon - JBS,,,
325,JLL 4 JLL ,Hyderabad,,,
326,JLL 4 JLL ,Kolkata,,,
327,JLL 4 JLL ,Mumbai- One BKC,,,
328,JLL 4 JLL ,Pune,,,
329,JPMC,Bangalore-Blue Bay (EGL),,,
330,JPMC,Bangalore-ETV 09,,,
331,JPMC,Bangalore-ETV Building,,,
332,JPMC,Bangalore-FAIRWINDS (EGL),,,
333,JPMC,Bangalore-Platina Building,,,
334,JPMC,Bangalore-PTP Building,,,
335,JPMC,Hyderabad- Magma,,,
336,JPMC,Mumbai - Magnus,,,
337,JPMC,Mumbai- Kalina,,,
338,JPMC,Mumbai- Paradigm B,,,
339,JPMC,Mumbai- Ventura,,,
340,KLA-Tencor Software India Private Limited,Chennai- Rajiv Gandhi ( Prince ),,,
341,KLA-Tencor Software India Private Limited,Chennai- RMZ,,,
342,Koch Business Solutions India Private Limited,Bangalore- KBSI & KBSI- Cedar,,,
343,Koch Business Solutions India Private Limited,Bangalore- MIBS,,,
344,Koch Business Solutions India Private Limited,Gujarat - Neptue,,,
345,Koch Business Solutions India Private Limited,Gujarat - Savli,,,
346,Koch Business Solutions India Private Limited,Mumbai,,,
347,Koch Business Solutions India Private Limited,Gujarat - Savli,,,
348,Lam Research (India) Pvt Ltd.,Bangalore,,,
349,Lead Square,Bangalore- Omega,,,
350,LINKEDIN TECHNOLOGY INFORMATION PRIVATE LIMITED,Bangalore- GTP,,,
351,LINKEDIN TECHNOLOGY INFORMATION PRIVATE LIMITED,Mumbai- BKC,,,
352,Mahindra & Mahindra ,Chennai,,,
353,Mahindra & Mahindra ,Coimbatore,,,
354,Mahindra & Mahindra ,Kolkata-Chowringhee,,,
355,Mahindra & Mahindra ,Kolkata-KYD,,,
356,Mahindra & Mahindra ,Mumbai - Gateway,,,
357,Mahindra & Mahindra ,Mumbai - MITC Kandivali,,,
358,Mahindra & Mahindra ,Mumbai - Sadhna House,,,
359,Mahindra & Mahindra ,Mumbai - Sewree,,,
360,Mahindra & Mahindra ,Mumbai - Worli,,,
361,Mahindra & Mahindra ,Mumbai - Cecil Court,,,
362,MARSH MCLENNAN GLOBAL SERVICES INDIA PRIVATE LIMITED,"Supreme Buisness Park, Powai Mumbai",,,
363,MARSH MCLENNAN GLOBAL SERVICES INDIA PRIVATE LIMITED,Pune,,,
364,Mercer Consulting India Private Limited,Gurgaon - ASF Insignia,,,
365,Mercer Consulting India Private Limited,Gurgaon - DLF Building 14,,,
366,Mercer Consulting India Private Limited,Noida,,,
367,Moody's Infospace ,Gurgaon,,,
368,MIS Support Center Private Limited,Bangalore - Residency Rd,,,
369,NAB Global Innovation Centre India Private Limited,Gurgaon,,,
370,Natixis Global Services (India) Private Limited,Bangalore,,,
371,NTT DATA,Bangalore - Global Village SEZ,,,
372,Oracle Cerner Healthcare Solutions India Pvt Ltd,Bangalore- Manyata H2,,,
373,Oracle Cerner Healthcare Solutions India Pvt Ltd,Bangalore- North Gate,,,
374,Oracle Cerner Healthcare Solutions India Pvt Ltd,Kolkata - Martin Burn,,,
375,Oracle Financial Services Software Limited,Bengaluru - C V Raman Nagar OFSS,,,
376,Oracle Financial Services Software Limited,Bengaluru - Global Axis OFSS,,,
377,Oracle Financial Services Software Limited,Chennai - Greens I Tech OFSS,,,
378,Oracle Financial Services Software Limited,Mumbai - BKC,,,
379,Oracle Financial Services Software Limited,Mumbai - Goregaon Owned OFSS,,,
380,Oracle Financial Services Software Limited,Pune - Ambrosia OFSS,,,
381,Oracle India Private Limited,Ahmedabad - Gandhinagar GIFT 1,,,
382,Oracle India Private Limited,Bengaluru - Oracle Tech Park,,,
383,Oracle India Private Limited,Bengaluru - OTH Block A,,,
384,Oracle India Private Limited,"Bengaluru - OTH Block A,B,C,D",,,
385,Oracle India Private Limited,Bengaluru - OTH Block B,,,
386,Oracle India Private Limited,Bengaluru - OTH Block C,,,
387,Oracle India Private Limited,Bengaluru - OTH Block D,,,
